資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260626,000218,1,0,0,0.00
20260626,000218,2,0,0,0.00
20260626,000218,3,0,0,0.00
20260626,000218,4,0,0,0.00
20260626,000218,5,0,0,0.00
20260626,000218,6,0,0,0.00
20260626,000218,7,0,0,0.00
20260626,000218,8,0,0,0.00
20260626,000218,9,0,0,0.00
20260626,000218,10,0,0,0.00
20260626,000218,11,0,0,0.00
20260626,000218,12,0,0,0.00
20260626,000218,13,0,0,0.00
20260626,000218,14,0,0,0.00
20260626,000218,15,1,422278902,100.00
20260626,000218,16,0,0,0.00
20260626,000218,17,1,422278902,100.00
20260626,000560,1,0,0,0.00
20260626,000560,2,0,0,0.00
20260626,000560,3,0,0,0.00
20260626,000560,4,0,0,0.00
20260626,000560,5,0,0,0.00
20260626,000560,6,0,0,0.00
20260626,000560,7,0,0,0.00
20260626,000560,8,0,0,0.00
20260626,000560,9,0,0,0.00
20260626,000560,10,0,0,0.00
20260626,000560,11,0,0,0.00
20260626,000560,12,0,0,0.00
20260626,000560,13,0,0,0.00
20260626,000560,14,0,0,0.00
20260626,000560,15,1,29700000,100.00
20260626,000560,16,0,0,0.00
20260626,000560,17,1,29700000,100.00
20260626,000708,1,0,0,0.00
20260626,000708,2,0,0,0.00
20260626,000708,3,0,0,0.00
20260626,000708,4,0,0,0.00
20260626,000708,5,0,0,0.00
20260626,000708,6,0,0,0.00
20260626,000708,7,0,0,0.00
20260626,000708,8,0,0,0.00
20260626,000708,9,0,0,0.00
20260626,000708,10,0,0,0.00
20260626,000708,11,0,0,0.00
20260626,000708,12,0,0,0.00
20260626,000708,13,0,0,0.00
20260626,000708,14,0,0,0.00
20260626,000708,15,1,20200000,100.00
20260626,000708,16,0,0,0.00
20260626,000708,17,1,20200000,100.00
20260626,000779,1,0,0,0.00
20260626,000779,2,0,0,0.00
20260626,000779,3,0,0,0.00
20260626,000779,4,0,0,0.00
20260626,000779,5,0,0,0.00
20260626,000779,6,0,0,0.00
20260626,000779,7,0,0,0.00
20260626,000779,8,0,0,0.00
20260626,000779,9,0,0,0.00
20260626,000779,10,0,0,0.00
20260626,000779,11,0,0,0.00
20260626,000779,12,0,0,0.00
20260626,000779,13,0,0,0.00
20260626,000779,14,0,0,0.00
20260626,000779,15,1,1150000000,100.00
20260626,000779,16,0,0,0.00
20260626,000779,17,1,1150000000,100.00
20260626,000815,1,0,0,0.00
20260626,000815,2,0,0,0.00
20260626,000815,3,0,0,0.00
20260626,000815,4,0,0,0.00
20260626,000815,5,0,0,0.00
20260626,000815,6,0,0,0.00
20260626,000815,7,0,0,0.00
20260626,000815,8,0,0,0.00
20260626,000815,9,0,0,0.00
20260626,000815,10,0,0,0.00
20260626,000815,11,0,0,0.00
20260626,000815,12,0,0,0.00
20260626,000815,13,0,0,0.00
20260626,000815,14,0,0,0.00
20260626,000815,15,1,2505407068,100.00
20260626,000815,16,0,0,0.00
20260626,000815,17,1,2505407068,100.00
20260626,000856,1,0,0,0.00
20260626,000856,2,0,0,0.00
20260626,000856,3,0,0,0.00
20260626,000856,4,0,0,0.00
20260626,000856,5,0,0,0.00
20260626,000856,6,0,0,0.00
20260626,000856,7,0,0,0.00
20260626,000856,8,0,0,0.00
20260626,000856,9,0,0,0.00
20260626,000856,10,0,0,0.00
20260626,000856,11,0,0,0.00
20260626,000856,12,0,0,0.00
20260626,000856,13,0,0,0.00
20260626,000856,14,0,0,0.00
20260626,000856,15,1,231800000,100.00
20260626,000856,16,0,0,0.00
20260626,000856,17,1,231800000,100.00
20260626,00400A,1,11500,3186327,0.19
20260626,00400A,2,70079,169694874,10.64
20260626,00400A,3,20253,177253950,11.11
20260626,00400A,4,5729,75825475,4.75
20260626,00400A,5,5939,114599259,7.18
20260626,00400A,6,4694,127002110,7.96
20260626,00400A,7,1979,72970803,4.57
20260626,00400A,8,2362,114638408,7.19
20260626,00400A,9,2968,233393777,14.64
20260626,00400A,10,1106,164883388,10.34
20260626,00400A,11,322,91472617,5.73
20260626,00400A,12,81,39995896,2.50
20260626,00400A,13,30,20765599,1.30
20260626,00400A,14,15,14251513,0.89
20260626,00400A,15,38,174206004,10.92
20260626,00400A,16,0,0,0.00
20260626,00400A,17,127095,1594140000,100.00
20260626,00401A,1,1393,329469,0.13
20260626,00401A,2,10242,24701128,10.16
20260626,00401A,3,3077,27777383,11.43
20260626,00401A,4,601,8071461,3.32
20260626,00401A,5,904,17641894,7.26
20260626,00401A,6,606,16853426,6.93
20260626,00401A,7,212,7896863,3.25
20260626,00401A,8,377,18558290,7.64
20260626,00401A,9,407,34104265,14.04
20260626,00401A,10,105,16295500,6.70
20260626,00401A,11,34,9949000,4.09
20260626,00401A,12,7,3306000,1.36
20260626,00401A,13,1,692000,0.28
20260626,00401A,14,2,1810000,0.74
20260626,00401A,15,14,54908321,22.60
20260626,00401A,16,0,0,0.00
20260626,00401A,17,17982,242895000,100.00
20260626,00402A,1,2083,591057,0.06
20260626,00402A,2,31494,82025957,9.69
20260626,00402A,3,10628,95867562,11.33
20260626,00402A,4,2596,34835388,4.11
20260626,00402A,5,3367,66001307,7.80
20260626,00402A,6,2422,67280586,7.95
20260626,00402A,7,762,28660679,3.38
20260626,00402A,8,1344,66361238,7.84
20260626,00402A,9,1441,121842070,14.39
20260626,00402A,10,513,81065507,9.58
20260626,00402A,11,161,47535004,5.61
20260626,00402A,12,77,39241013,4.63
20260626,00402A,13,14,10085000,1.19
20260626,00402A,14,17,16759000,1.98
20260626,00402A,15,24,87975632,10.39
20260626,00402A,16,0,0,0.00
20260626,00402A,17,56943,846127000,100.00
20260626,00403A,1,58033,16850614,0.10
20260626,00403A,2,512170,1315413374,8.37
20260626,00403A,3,177546,1548112376,9.85
20260626,00403A,4,56157,746509623,4.75
20260626,00403A,5,58657,1132130814,7.20
20260626,00403A,6,47542,1286289596,8.18
20260626,00403A,7,20757,767259113,4.88
20260626,00403A,8,22021,1070068711,6.80
20260626,00403A,9,30664,2391351229,15.21
20260626,00403A,10,11276,1664306478,10.59
20260626,00403A,11,3669,1045496449,6.65
20260626,00403A,12,941,467888409,2.97
20260626,00403A,13,279,198566393,1.26
20260626,00403A,14,226,215560504,1.37
20260626,00403A,15,340,1848215317,11.76
20260626,00403A,16,0,0,0.00
20260626,00403A,17,1000278,15714019000,100.00
20260626,00404A,1,1065,261944,0.08
20260626,00404A,2,13357,34437110,10.95
20260626,00404A,3,4628,42510307,13.52
20260626,00404A,4,951,12858360,4.09
20260626,00404A,5,1457,28687586,9.12
20260626,00404A,6,938,26150847,8.32
20260626,00404A,7,288,10797057,3.43
20260626,00404A,8,560,27658300,8.80
20260626,00404A,9,512,42889999,13.64
20260626,00404A,10,154,24503390,7.79
20260626,00404A,11,42,12356000,3.93
20260626,00404A,12,23,11788000,3.75
20260626,00404A,13,0,0,0.00
20260626,00404A,14,2,2000000,0.63
20260626,00404A,15,11,37396100,11.89
20260626,00404A,16,0,0,0.00
20260626,00404A,17,23988,314295000,100.00
20260626,00405A,1,5430,1599381,0.06
20260626,00405A,2,69905,183822623,7.19
20260626,00405A,3,26634,237343763,9.28
20260626,00405A,4,7797,104881092,4.10
20260626,00405A,5,9403,183081455,7.16
20260626,00405A,6,7349,202165494,7.91
20260626,00405A,7,2972,110827326,4.33
20260626,00405A,8,4040,198360568,7.76
20260626,00405A,9,5143,414515950,16.21
20260626,00405A,10,1823,276340299,10.81
20260626,00405A,11,647,185575561,7.26
20260626,00405A,12,183,92495000,3.61
20260626,00405A,13,47,33483800,1.31
20260626,00405A,14,40,38945000,1.52
20260626,00405A,15,77,292307688,11.43
20260626,00405A,16,0,0,0.00
20260626,00405A,17,141490,2555745000,100.00
20260626,00406A,1,1228,315009,0.04
20260626,00406A,2,19029,51607351,7.03
20260626,00406A,3,7796,71673515,9.77
20260626,00406A,4,1682,22749216,3.10
20260626,00406A,5,2866,56402378,7.68
20260626,00406A,6,2053,57857450,7.88
20260626,00406A,7,637,23809124,3.24
20260626,00406A,8,1376,68014814,9.27
20260626,00406A,9,1416,119767310,16.32
20260626,00406A,10,492,78081736,10.64
20260626,00406A,11,186,54314130,7.40
20260626,00406A,12,64,31968009,4.35
20260626,00406A,13,14,10174333,1.38
20260626,00406A,14,14,13788000,1.87
20260626,00406A,15,20,73039625,9.95
20260626,00406A,16,0,0,0.00
20260626,00406A,17,38873,733562000,100.00
20260626,00407A,1,4556,1213056,0.07
20260626,00407A,2,60227,153504810,9.62
20260626,00407A,3,19569,179587947,11.26
20260626,00407A,4,4241,57566529,3.60
20260626,00407A,5,6362,125205513,7.85
20260626,00407A,6,4403,123324858,7.73
20260626,00407A,7,1565,58867199,3.69
20260626,00407A,8,2576,127373399,7.98
20260626,00407A,9,3149,263076116,16.49
20260626,00407A,10,1120,175221547,10.98
20260626,00407A,11,414,122302500,7.66
20260626,00407A,12,136,68114000,4.27
20260626,00407A,13,29,21309000,1.33
20260626,00407A,14,35,34416000,2.15
20260626,00407A,15,59,151553526,9.50
20260626,00407A,16,3,67897000,4.25
20260626,00407A,17,108441,1594739000,100.00
20260626,0050  ,1,1393067,387414610,1.89
20260626,0050  ,2,1221223,2766696117,13.50
20260626,0050  ,3,297588,2191807970,10.69
20260626,0050  ,4,118870,1472289887,7.18
20260626,0050  ,5,65152,1152647750,5.62
20260626,0050  ,6,59845,1475818968,7.20
20260626,0050  ,7,28975,1014676289,4.95
20260626,0050  ,8,16014,724227945,3.53
20260626,0050  ,9,26396,1814732682,8.85
20260626,0050  ,10,8506,1143618454,5.58
20260626,0050  ,11,2265,607096590,2.96
20260626,0050  ,12,404,195127906,0.95
20260626,0050  ,13,136,93945436,0.45
20260626,0050  ,14,61,55248093,0.26
20260626,0050  ,15,246,5390155483,26.31
20260626,0050  ,16,1,4180,0.00
20260626,0050  ,17,3238748,20485500000,100.00
20260626,0051  ,1,8388,1480429,6.04
20260626,0051  ,2,4357,8656877,35.33
20260626,0051  ,3,468,3403717,13.89
20260626,0051  ,4,137,1696328,6.92
20260626,0051  ,5,75,1346972,5.49
20260626,0051  ,6,44,1121905,4.57
20260626,0051  ,7,20,692339,2.82
20260626,0051  ,8,9,403318,1.64
20260626,0051  ,9,18,1173087,4.78
20260626,0051  ,10,3,381000,1.55
20260626,0051  ,11,2,557903,2.27
20260626,0051  ,12,2,1127171,4.60
20260626,0051  ,13,2,1568000,6.40
20260626,0051  ,14,1,890954,3.63
20260626,0051  ,15,0,0,0.00
20260626,0051  ,16,0,0,0.00
20260626,0051  ,17,13526,24500000,100.00
20260626,0052  ,1,131372,35913357,1.40
20260626,0052  ,2,246084,524911469,20.57
20260626,0052  ,3,48520,376598192,14.75
20260626,0052  ,4,15885,203069099,7.95
20260626,0052  ,5,8578,156621783,6.13
20260626,0052  ,6,7664,192673811,7.55
20260626,0052  ,7,3145,111430847,4.36
20260626,0052  ,8,1872,86484285,3.38
20260626,0052  ,9,2858,200845163,7.87
20260626,0052  ,10,797,108916594,4.26
20260626,0052  ,11,234,65010203,2.54
20260626,0052  ,12,43,20712080,0.81
20260626,0052  ,13,30,20381631,0.79
20260626,0052  ,14,17,15165183,0.59
20260626,0052  ,15,63,432767553,16.96
20260626,0052  ,16,1,1250,0.00
20260626,0052  ,17,467162,2551500000,100.00
20260626,0053  ,1,4952,412227,7.51
20260626,0053  ,2,787,1487021,27.09
20260626,0053  ,3,74,598184,10.89
20260626,0053  ,4,13,166000,3.02
20260626,0053  ,5,14,269000,4.90
20260626,0053  ,6,5,137000,2.49
20260626,0053  ,7,2,64000,1.16
20260626,0053  ,8,3,147000,2.67
20260626,0053  ,9,3,215000,3.91
20260626,0053  ,10,0,0,0.00
20260626,0053  ,11,2,535642,9.76
20260626,0053  ,12,1,419926,7.65
20260626,0053  ,13,0,0,0.00
20260626,0053  ,14,0,0,0.00
20260626,0053  ,15,1,1037000,18.89
20260626,0053  ,16,0,0,0.00
20260626,0053  ,17,5857,5488000,100.00
20260626,0055  ,1,3692,957010,1.06
20260626,0055  ,2,6474,13510614,15.06
20260626,0055  ,3,1111,8702275,9.70
20260626,0055  ,4,313,3966310,4.42
20260626,0055  ,5,196,3589845,4.00
20260626,0055  ,6,137,3499811,3.90
20260626,0055  ,7,52,1832843,2.04
20260626,0055  ,8,34,1590756,1.77
20260626,0055  ,9,55,3792687,4.23
20260626,0055  ,10,27,3618812,4.03
20260626,0055  ,11,13,3458000,3.85
20260626,0055  ,12,9,4207424,4.69
20260626,0055  ,13,4,2713000,3.02
20260626,0055  ,14,0,0,0.00
20260626,0055  ,15,4,34214613,38.16
20260626,0055  ,16,0,0,0.00
20260626,0055  ,17,12121,89654000,100.00
20260626,0056  ,1,339379,98490138,0.72
20260626,0056  ,2,746845,1743521403,12.83
20260626,0056  ,3,214031,1655019256,12.18
20260626,0056  ,4,91030,1150106013,8.46
20260626,0056  ,5,54659,990788644,7.29
20260626,0056  ,6,51870,1308364019,9.62
20260626,0056  ,7,24691,873031899,6.42
20260626,0056  ,8,15139,699138132,5.14
