資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260717,000218,1,0,0,0.00
20260717,000218,2,0,0,0.00
20260717,000218,3,0,0,0.00
20260717,000218,4,0,0,0.00
20260717,000218,5,0,0,0.00
20260717,000218,6,0,0,0.00
20260717,000218,7,0,0,0.00
20260717,000218,8,0,0,0.00
20260717,000218,9,0,0,0.00
20260717,000218,10,0,0,0.00
20260717,000218,11,0,0,0.00
20260717,000218,12,0,0,0.00
20260717,000218,13,0,0,0.00
20260717,000218,14,0,0,0.00
20260717,000218,15,1,422278902,100.00
20260717,000218,16,0,0,0.00
20260717,000218,17,1,422278902,100.00
20260717,000560,1,0,0,0.00
20260717,000560,2,0,0,0.00
20260717,000560,3,0,0,0.00
20260717,000560,4,0,0,0.00
20260717,000560,5,0,0,0.00
20260717,000560,6,0,0,0.00
20260717,000560,7,0,0,0.00
20260717,000560,8,0,0,0.00
20260717,000560,9,0,0,0.00
20260717,000560,10,0,0,0.00
20260717,000560,11,0,0,0.00
20260717,000560,12,0,0,0.00
20260717,000560,13,0,0,0.00
20260717,000560,14,0,0,0.00
20260717,000560,15,1,29700000,100.00
20260717,000560,16,0,0,0.00
20260717,000560,17,1,29700000,100.00
20260717,000708,1,0,0,0.00
20260717,000708,2,0,0,0.00
20260717,000708,3,0,0,0.00
20260717,000708,4,0,0,0.00
20260717,000708,5,0,0,0.00
20260717,000708,6,0,0,0.00
20260717,000708,7,0,0,0.00
20260717,000708,8,0,0,0.00
20260717,000708,9,0,0,0.00
20260717,000708,10,0,0,0.00
20260717,000708,11,0,0,0.00
20260717,000708,12,0,0,0.00
20260717,000708,13,0,0,0.00
20260717,000708,14,0,0,0.00
20260717,000708,15,1,20200000,100.00
20260717,000708,16,0,0,0.00
20260717,000708,17,1,20200000,100.00
20260717,000779,1,0,0,0.00
20260717,000779,2,0,0,0.00
20260717,000779,3,0,0,0.00
20260717,000779,4,0,0,0.00
20260717,000779,5,0,0,0.00
20260717,000779,6,0,0,0.00
20260717,000779,7,0,0,0.00
20260717,000779,8,0,0,0.00
20260717,000779,9,0,0,0.00
20260717,000779,10,0,0,0.00
20260717,000779,11,0,0,0.00
20260717,000779,12,0,0,0.00
20260717,000779,13,0,0,0.00
20260717,000779,14,0,0,0.00
20260717,000779,15,1,1150000000,100.00
20260717,000779,16,0,0,0.00
20260717,000779,17,1,1150000000,100.00
20260717,000815,1,0,0,0.00
20260717,000815,2,0,0,0.00
20260717,000815,3,0,0,0.00
20260717,000815,4,0,0,0.00
20260717,000815,5,0,0,0.00
20260717,000815,6,0,0,0.00
20260717,000815,7,0,0,0.00
20260717,000815,8,0,0,0.00
20260717,000815,9,0,0,0.00
20260717,000815,10,0,0,0.00
20260717,000815,11,0,0,0.00
20260717,000815,12,0,0,0.00
20260717,000815,13,0,0,0.00
20260717,000815,14,0,0,0.00
20260717,000815,15,1,2505407068,100.00
20260717,000815,16,0,0,0.00
20260717,000815,17,1,2505407068,100.00
20260717,000856,1,0,0,0.00
20260717,000856,2,0,0,0.00
20260717,000856,3,0,0,0.00
20260717,000856,4,0,0,0.00
20260717,000856,5,0,0,0.00
20260717,000856,6,0,0,0.00
20260717,000856,7,0,0,0.00
20260717,000856,8,0,0,0.00
20260717,000856,9,0,0,0.00
20260717,000856,10,0,0,0.00
20260717,000856,11,0,0,0.00
20260717,000856,12,0,0,0.00
20260717,000856,13,0,0,0.00
20260717,000856,14,0,0,0.00
20260717,000856,15,1,231800000,100.00
20260717,000856,16,0,0,0.00
20260717,000856,17,1,231800000,100.00
20260717,00400A,1,12001,3409620,0.18
20260717,00400A,2,72361,176649329,9.36
20260717,00400A,3,22056,191295723,10.13
20260717,00400A,4,6841,90159718,4.77
20260717,00400A,5,6769,129810095,6.88
20260717,00400A,6,5569,149454996,7.92
20260717,00400A,7,2582,94634538,5.01
20260717,00400A,8,2695,130102468,6.89
20260717,00400A,9,3778,290194200,15.38
20260717,00400A,10,1450,211176162,11.19
20260717,00400A,11,438,124014982,6.57
20260717,00400A,12,92,45270577,2.39
20260717,00400A,13,32,22698599,1.20
20260717,00400A,14,21,19376173,1.02
20260717,00400A,15,50,208392820,11.04
20260717,00400A,16,0,0,0.00
20260717,00400A,17,136735,1886640000,100.00
20260717,00401A,1,1393,354648,0.14
20260717,00401A,2,9953,24107517,10.00
20260717,00401A,3,2961,26661195,11.06
20260717,00401A,4,643,8588967,3.56
20260717,00401A,5,884,17233788,7.15
20260717,00401A,6,575,15991173,6.63
20260717,00401A,7,213,7939150,3.29
20260717,00401A,8,370,18211150,7.55
20260717,00401A,9,379,31379953,13.02
20260717,00401A,10,104,16107664,6.68
20260717,00401A,11,35,10139200,4.20
20260717,00401A,12,9,4147838,1.72
20260717,00401A,13,0,0,0.00
20260717,00401A,14,3,2713010,1.12
20260717,00401A,15,14,57319747,23.79
20260717,00401A,16,0,0,0.00
20260717,00401A,17,17536,240895000,100.00
20260717,00402A,1,2212,612040,0.08
20260717,00402A,2,28196,73079353,9.78
20260717,00402A,3,9539,85679103,11.46
20260717,00402A,4,2398,31946663,4.27
20260717,00402A,5,2997,58586921,7.84
20260717,00402A,6,2182,60381089,8.08
20260717,00402A,7,689,25635851,3.43
