資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20260508,000218,1,0,0,0.00
20260508,000218,2,0,0,0.00
20260508,000218,3,0,0,0.00
20260508,000218,4,0,0,0.00
20260508,000218,5,0,0,0.00
20260508,000218,6,0,0,0.00
20260508,000218,7,0,0,0.00
20260508,000218,8,0,0,0.00
20260508,000218,9,0,0,0.00
20260508,000218,10,0,0,0.00
20260508,000218,11,0,0,0.00
20260508,000218,12,0,0,0.00
20260508,000218,13,0,0,0.00
20260508,000218,14,0,0,0.00
20260508,000218,15,1,422278902,100.00
20260508,000218,16,0,0,0.00
20260508,000218,17,1,422278902,100.00
20260508,000560,1,0,0,0.00
20260508,000560,2,0,0,0.00
20260508,000560,3,0,0,0.00
20260508,000560,4,0,0,0.00
20260508,000560,5,0,0,0.00
20260508,000560,6,0,0,0.00
20260508,000560,7,0,0,0.00
20260508,000560,8,0,0,0.00
20260508,000560,9,0,0,0.00
20260508,000560,10,0,0,0.00
20260508,000560,11,0,0,0.00
20260508,000560,12,0,0,0.00
20260508,000560,13,0,0,0.00
20260508,000560,14,0,0,0.00
20260508,000560,15,1,29700000,100.00
20260508,000560,16,0,0,0.00
20260508,000560,17,1,29700000,100.00
20260508,000708,1,0,0,0.00
20260508,000708,2,0,0,0.00
20260508,000708,3,0,0,0.00
20260508,000708,4,0,0,0.00
20260508,000708,5,0,0,0.00
20260508,000708,6,0,0,0.00
20260508,000708,7,0,0,0.00
20260508,000708,8,0,0,0.00
20260508,000708,9,0,0,0.00
20260508,000708,10,0,0,0.00
20260508,000708,11,0,0,0.00
20260508,000708,12,0,0,0.00
20260508,000708,13,0,0,0.00
20260508,000708,14,0,0,0.00
20260508,000708,15,1,20200000,100.00
20260508,000708,16,0,0,0.00
20260508,000708,17,1,20200000,100.00
20260508,000779,1,0,0,0.00
20260508,000779,2,0,0,0.00
20260508,000779,3,0,0,0.00
20260508,000779,4,0,0,0.00
20260508,000779,5,0,0,0.00
20260508,000779,6,0,0,0.00
20260508,000779,7,0,0,0.00
20260508,000779,8,0,0,0.00
20260508,000779,9,0,0,0.00
20260508,000779,10,0,0,0.00
20260508,000779,11,0,0,0.00
20260508,000779,12,0,0,0.00
20260508,000779,13,0,0,0.00
20260508,000779,14,0,0,0.00
20260508,000779,15,1,1150000000,100.00
20260508,000779,16,0,0,0.00
20260508,000779,17,1,1150000000,100.00
20260508,000815,1,0,0,0.00
20260508,000815,2,0,0,0.00
20260508,000815,3,0,0,0.00
20260508,000815,4,0,0,0.00
20260508,000815,5,0,0,0.00
20260508,000815,6,0,0,0.00
20260508,000815,7,0,0,0.00
20260508,000815,8,0,0,0.00
20260508,000815,9,0,0,0.00
20260508,000815,10,0,0,0.00
20260508,000815,11,0,0,0.00
20260508,000815,12,0,0,0.00
20260508,000815,13,0,0,0.00
20260508,000815,14,0,0,0.00
20260508,000815,15,1,2505407068,100.00
20260508,000815,16,0,0,0.00
20260508,000815,17,1,2505407068,100.00
20260508,000856,1,0,0,0.00
20260508,000856,2,0,0,0.00
20260508,000856,3,0,0,0.00
20260508,000856,4,0,0,0.00
20260508,000856,5,0,0,0.00
20260508,000856,6,0,0,0.00
20260508,000856,7,0,0,0.00
20260508,000856,8,0,0,0.00
20260508,000856,9,0,0,0.00
20260508,000856,10,0,0,0.00
20260508,000856,11,0,0,0.00
20260508,000856,12,0,0,0.00
20260508,000856,13,0,0,0.00
20260508,000856,14,0,0,0.00
20260508,000856,15,1,231800000,100.00
20260508,000856,16,0,0,0.00
20260508,000856,17,1,231800000,100.00
20260508,00400A,1,8056,2146156,0.14
20260508,00400A,2,61775,151454709,10.20
20260508,00400A,3,18586,166022322,11.19
20260508,00400A,4,4660,62374663,4.20
20260508,00400A,5,5806,112964714,7.61
20260508,00400A,6,4186,115075455,7.75
20260508,00400A,7,1682,62771766,4.23
20260508,00400A,8,2373,116220492,7.83
20260508,00400A,9,2873,230967170,15.56
20260508,00400A,10,1077,163165628,10.99
20260508,00400A,11,349,100045230,6.74
20260508,00400A,12,95,47013764,3.16
20260508,00400A,13,22,15818194,1.06
20260508,00400A,14,21,19834000,1.33
20260508,00400A,15,37,121752737,8.20
20260508,00400A,16,2,3987000,0.26
20260508,00400A,17,111598,1483640000,100.00
20260508,00401A,1,1071,249806,0.08
20260508,00401A,2,10469,25941125,8.96
20260508,00401A,3,3249,29872593,10.32
20260508,00401A,4,648,8782050,3.03
20260508,00401A,5,1039,20368843,7.03
20260508,00401A,6,694,19618192,6.77
20260508,00401A,7,227,8568425,2.96
20260508,00401A,8,458,22673924,7.83
20260508,00401A,9,467,39226285,13.55
20260508,00401A,10,133,20961694,7.24
