資料日期,證券代號,持股分級,人數,股數,占集保庫存數比例%
20210820,0050,1,203401,44842478,3.33
20210820,0050,2,112817,214139384,15.91
20210820,0050,3,11173,83920129,6.23
20210820,0050,4,3125,39396614,2.92
20210820,0050,5,1618,29175545,2.16
20210820,0050,6,1362,34006996,2.52
20210820,0050,7,570,20013966,1.48
20210820,0050,8,290,13317498,0.98
20210820,0050,9,514,36071271,2.68
20210820,0050,10,180,24775741,1.84
20210820,0050,11,72,20155837,1.49
20210820,0050,12,23,10853185,0.80
20210820,0050,13,7,5097000,0.37
20210820,0050,14,13,11787616,0.87
20210820,0050,15,61,757946740,56.33
20210820,0050,16,0,0,0.00
20210820,0050,17,335226,1345500000,100.00
20210820,0051,1,1285,235931,2.24
20210820,0051,2,2062,3769221,35.89
20210820,0051,3,154,1211124,11.53
20210820,0051,4,41,512174,4.87
20210820,0051,5,33,610060,5.81
20210820,0051,6,17,439150,4.18
20210820,0051,7,10,337858,3.21
20210820,0051,8,4,190000,1.80
20210820,0051,9,10,705482,6.71
20210820,0051,10,5,645000,6.14
20210820,0051,11,0,0,0.00
20210820,0051,12,1,424000,4.03
20210820,0051,13,2,1420000,13.52
20210820,0051,14,0,0,0.00
20210820,0051,15,0,0,0.00
20210820,0051,16,0,0,0.00
20210820,0051,17,3624,10500000,100.00
20210820,0052,1,10287,2244515,4.11
20210820,0052,2,6170,11381338,20.88
20210820,0052,3,484,3698983,6.78
20210820,0052,4,124,1564983,2.87
20210820,0052,5,51,934297,1.71
20210820,0052,6,43,1052812,1.93
20210820,0052,7,17,596948,1.09
20210820,0052,8,6,278000,0.51
20210820,0052,9,16,1088000,1.99
20210820,0052,10,5,648000,1.18
20210820,0052,11,7,1977408,3.62
20210820,0052,12,4,1809000,3.31
20210820,0052,13,1,788716,1.44
20210820,0052,14,2,1662000,3.04
20210820,0052,15,7,24775000,45.45
20210820,0052,16,0,0,0.00
20210820,0052,17,17224,54500000,100.00
20210820,0053,1,372,56373,1.02
20210820,0053,2,768,1454268,26.49
20210820,0053,3,84,713000,12.99
20210820,0053,4,13,171000,3.11
20210820,0053,5,17,329000,5.99
20210820,0053,6,5,129000,2.35
20210820,0053,7,2,72000,1.31
20210820,0053,8,3,150000,2.73
20210820,0053,9,3,166000,3.02
20210820,0053,10,2,243000,4.42
20210820,0053,11,1,323000,5.88
20210820,0053,12,1,489359,8.91
20210820,0053,13,0,0,0.00
20210820,0053,14,0,0,0.00
20210820,0053,15,1,1192000,21.72
20210820,0053,16,0,0,0.00
20210820,0053,17,1272,5488000,100.00
20210820,0054,1,238,41946,0.63
20210820,0054,2,670,1341002,20.24
20210820,0054,3,98,836052,12.62
20210820,0054,4,36,491000,7.41
20210820,0054,5,23,450000,6.79
20210820,0054,6,7,177000,2.67
20210820,0054,7,9,343000,5.17
20210820,0054,8,5,236000,3.56
20210820,0054,9,4,327000,4.93
20210820,0054,10,2,264000,3.98
20210820,0054,11,1,310000,4.67
20210820,0054,12,0,0,0.00
20210820,0054,13,0,0,0.00
20210820,0054,14,0,0,0.00
20210820,0054,15,1,1807000,27.27
20210820,0054,16,0,0,0.00
20210820,0054,17,1094,6624000,100.00
20210820,0055,1,857,196061,0.54
20210820,0055,2,3226,6606402,18.52
20210820,0055,3,488,4137058,11.60
20210820,0055,4,133,1762508,4.94
